	id	name	party	state	x	y
0	S010	Biden (D-DE)	D	DE	-472.92338400599999	-216.23858788699999
1	S014	Bumpers (D-AR)	D	AR	-885.47554423199995	-267.43228890900002
2	S017	Byrd (D-WV)	D	WV	-328.532325313	-39.473412988900002
3	S027	Domenici (R-NM)	R	NM	723.55374154800006	585.81567066399998
4	S033	Ford (D-KY)	D	KY	-249.90639660299999	-420.26170977800001
5	S035	Glenn (D-OH)	D	OH	-678.94579700600002	-393.748320734
6	S046	Helms (R-NC)	R	NC	444.84179507599998	-125.739859243
7	S047	Hollings (D-SC)	D	SC	-401.80479291900002	37.832002903000003
8	S051	Inouye (D-HI)	D	HI	-581.42544042400004	-377.52927057099998
9	S055	Kennedy (D-MA)	D	MA	-691.5976883510001	-482.91782375199995
10	S057	Leahy (D-VT)	D	VT	-719.05070201399997	-260.10701403299998
11	S083	Roth (R-DE)	R	DE	764.88400457	489.397911975
12	S090	Stevens (R-AK)	R	AK	784.90479305399992	399.219248795
13	S096	Thurmond (R-SC)	R	SC	134.259911813	201.82690139799999
14	S105	Lugar (R-IN)	R	IN	718.87420919800002	676.24410689000001
15	S106	Sarbanes (D-MD)	D	MD	-945.85635677000005	-180.50963041900002
16	S113	Moynihan (D-NY)	D	NY	-301.34391476299999	-231.75828946999999
17	S116	Chafee (R-RI)	R	RI	283.397189594	-558.89956987100004
18	S118	Hatch (R-UT)	R	UT	538.78843483200001	553.35076957699994
19	S127	Baucus (D-MT)	D	MT	-236.440985638	-278.27425469799999
20	S131	Levin (D-MI)	D	MI	-702.41209940199997	-110.410095164
21	S136	Cochran (R-MS)	R	MS	536.97941572299999	650.24651157999995
22	S143	Warner (R-VA)	R	VA	631.76621751200003	392.69468781400002
23	S147	D'Amato (R-NY)	R	NY	383.704490093	-596.49741180800004
24	S150	Dodd (D-CT)	D	CT	-469.33316217399999	-116.14684269700001
25	S152	Gorton (R-WA)	R	WA	623.19182223600001	696.91750679199993
26	S153	Grassley (R-IA)	R	IA	334.42112204599999	526.98511747700002
27	S157	Murkowski (R-AK)	R	AK	515.45228851399997	365.93166910199994
28	S158	Nickles (R-OK)	R	OK	44.1674590533	306.68843736999997
29	S161	Specter (R-PA)	R	PA	201.34443605599998	-669.28621671199994
30	S166	Lautenberg (D-NJ)	D	NJ	-893.01530854800001	-96.318974871399988
31	S167	Bingaman (D-NM)	D	NM	-649.37115580199998	-307.38963675700001
32	S171	Gramm (R-TX)	R	TX	341.61406957499997	58.534535765699999
33	S172	Harkin (D-IA)	D	IA	-876.68577391999997	20.888819826999999
34	S173	Kerry (D-MA)	D	MA	-844.36611532999996	-182.389208876
35	S174	McConnell (R-KY)	R	KY	178.853455653	108.97849522899999
36	S176	Rockefeller (D-WV)	D	WV	-587.44569384300007	-198.29924966999999
37	S179	Breaux (D-LA)	D	LA	-403.03193302900002	-672.81766845200002
38	S182	Mikulski (D-MD)	D	MD	-753.54596190899997	-181.14674318499999
39	S184	Shelby (R-AL)	R	AL	339.73548576500002	320.90753580099999
40	S185	Daschle (D-SD)	D	SD	-802.237021368	-271.16367189700003
41	S197	McCain (R-AZ)	R	AZ	721.84709400700001	249.12190570099997
42	S198	Reid (D-NV)	D	NV	-376.79784004999999	-389.304500115
43	S199	Graham (D-FL)	D	FL	-146.75173796799999	-242.24539326200002
44	S200	Bond (R-MO)	R	MO	581.05106923599999	474.538596891
45	S201	Conrad (D-ND)	D	ND	-485.80434927599998	-395.16113525499998
46	S203	Lott (R-MS)	R	MS	4705.3566907100003	157.18120809600001
47	S204	Jeffords (R-VT)	R	VT	202.300031832	-588.65867619300002
48	S205	Mack (R-FL)	R	FL	385.93161914000001	450.046605419
49	S206	Bryan (D-NV)	D	NV	-308.82370405199998	-332.71944461300001
50	S207	Robb (D-VA)	D	VA	-212.445013152	-169.98211434999999
51	S208	Kerrey (D-NE)	D	NE	-185.360629367	-343.70085784000003
52	S209	Kohl (D-WI)	D	WI	-218.052509517	-57.941957585099999
53	S210	Lieberman (D-CT)	D	CT	-304.02566153599997	-141.165695341
54	S211	Burns (R-MT)	R	MT	419.51099083499997	277.81654906099999
55	S212	Coats (R-IN)	R	IN	303.18424608099997	415.05226185199996
56	S213	Akaka (D-HI)	D	HI	-826.80012248899993	-480.33776798999997
57	S215	Craig (R-ID)	R	ID	442.49640893999998	99.227214952900013
58	S216	Smith (R-NH)	R	NH	315.34007159599997	-127.795407099
59	S217	Wellstone (D-MN)	D	MN	-573.07675435099998	-547.36041482899998
60	S221	Feinstein (D-CA)	D	CA	-405.440651285	-170.062728413
61	S222	Dorgan (D-ND)	D	ND	-750.54779748300007	-347.19622238199997
62	S223	Boxer (D-CA)	D	CA	-972.43833010899993	-298.97539764599998
63	S224	Gregg (R-NH)	R	NH	369.23318397899999	607.20620617999998
64	S225	Campbell (R-CO)	R	CO	830.34087451800008	566.94638521599995
65	S226	Moseley-Braun (D-IL)	D	IL	-562.78837507800006	-271.03281039500001
66	S227	Faircloth (R-NC)	R	NC	68.341575458999998	417.655199165
67	S228	Coverdell (R-GA)	R	GA	315.67544238099998	241.52762767999999
68	S229	Murray (D-WA)	D	WA	-759.52436886399994	-16.156017628599997
69	S230	Feingold (D-WI)	D	WI	-696.42930089800006	-610.25981120999995
70	S231	Bennett (R-UT)	R	UT	95.719053193799994	-55.735044888500006
71	S232	Kempthorne (R-ID)	R	ID	201.916442007	244.00995312800001
72	S235	Hutchison (R-TX)	R	TX	254.459472611	316.12807060699998
73	S236	Inhofe (R-OK)	R	OK	22.1205939462	202.22850127200002
74	S237	Thompson (R-TN)	R	TN	231.19077722900002	457.33466622499998
75	S238	Abraham (R-MI)	R	MI	419.69330974300004	365.99573065599998
76	S239	Ashcroft (R-MO)	R	MO	233.059426487	-58.260579218100006
77	S240	DeWine (R-OH)	R	OH	669.95657201500001	510.235092769
78	S241	Frist (R-TN)	R	TN	519.58154408600001	282.166008143
79	S242	Grams (R-MN)	R	MN	365.53728652300003	161.24802749999998
80	S243	Kyl (R-AZ)	R	AZ	426.799061962	-8.3875445934500004
81	S244	Santorum (R-PA)	R	PA	434.08250432199998	531.84288539400006
82	S245	Snowe (R-ME)	R	ME	313.320330716	-647.674282275
83	S246	Thomas (R-WY)	R	WY	447.41804278800004	192.55736036499999
84	S247	Wyden (D-OR)	D	OR	-635.96953051200001	-25.240733221100001
