	id	name	party	state	x	y
0	A000002	ABBITT, W.	Democrat	VA	-8.7900813801299993	-8.0784129139899985
1	A000016	ABERNETHY,	Democrat	MS	-17.489867608800001	-14.059876033299998
2	A000054	ADDONIZIO,	Democrat	NJ	16.4451706702	-29.7493395925
3	A000073	ALBERT, C.	Democrat	OK	-8.4038451148700002	-24.0961499979
4	A000114	ALLEN,	Democrat	LA	-7.2490413256199995	-10.106914872000001
5	A000133	ALLEN, J.	Republican	CA	-2.7353351419599998	32.530402981999998
6	A000138	ALLEN, L.	Republican	IL	-10.521819823	21.3397754792
7	A000179	ANDERSEN,	Republican	MN	-2.70432486217	35.605872126000001
8	A000196	ANDERSON,	Republican	CA	-10.0131380449	21.6261622237
9	A000206	ANDREWS, G.	Democrat	AL	-12.541673953699998	-18.3968866825
10	A000216	ARENDS, L.	Republican	IL	-6.5195842814199993	30.367030826399997
11	A000225	ASPINALL,	Democrat	CO	14.7863858714	-32.198439014599998
12	A000227	AUCHINCLOSS	Republican	NJ	2.8405474344999999	30.1879948011
13	A000239	ANDRESEN	Republican	MN	-9.4528356239899995	28.134235854
14	A000257	ANGELL, H.	Republican	OR	7.8334853513800002	27.6448523995
15	B000035	BAILEY, C.	Democrat	WV	5.6093352653400004	-8.7650307357900008
16	B000139	BARDEN, G.	Democrat	NC	-2.7503968143400002	-24.176260585000001
17	B000141	BARING, W.	Democrat	NV	14.4803798448	-18.096198067700001
18	B000176	BARRETT, F.	Republican	WY	-10.9093656772	13.776036488900001
19	B000178	BARRETT, W.	Democrat	PA	10.6223159832	-9.4656211962000008
20	B000232	BATES, G.	Republican	MA	-10.8721808507	19.494539230200001
21	B000237	BATES, J.	Democrat	KY	-0.52704279967099998	-18.315696110200001
22	B000239	BATES, W.	Republican	MA	-3.0213955337499998	25.502850035300003
23	B000242	BATTLE, L.	Democrat	AL	-9.5731620214499991	-19.658919915599999
24	B000271	BEALL, J.	Republican	MD	1.9723775317700001	29.150674950799999
25	B000296	BECKWORTH,	Democrat	TX	-8.4947306187200002	-23.845129315100003
26	B000371	BENNETT, C.	Democrat	FL	-10.110859485000001	-18.353605550400001
27	B000377	BENNETT, J.	Republican	MI	2.6843043928200001	32.589712385600002
28	B000401	BENTSEN, L.	Democrat	TX	-7.4987649702299999	-12.5666785222
29	B000448	BIEMILLER,	Democrat	WI	15.5651905266	-27.290526100400001
