i	j	val
10	91	0.0963855421687
10	92	0.168674698795
10	93	0.132530120482
10	94	0.132530120482
10	95	0.927710843373
10	96	0.120481927711
10	97	0.0722891566265
10	98	0.120481927711
10	99	0.10843373494
11	0	0.976470588235
11	1	0.105882352941
11	2	0.105882352941
11	3	0.0470588235294
11	4	0.152941176471
11	5	0.882352941176
11	6	0.0941176470588
11	7	0.0823529411765
11	8	0.682352941176
11	9	0.105882352941
11	10	0.835294117647
11	11	1.0
11	12	0.905882352941
11	13	0.0352941176471
11	14	0.905882352941
11	15	0.282352941176
11	16	0.976470588235
11	17	0.0823529411765
11	18	1.0
11	19	0.0588235294118
11	20	0.105882352941
11	21	0.0470588235294
11	22	0.988235294118
11	23	0.905882352941
11	24	0.811764705882
11	25	0.858823529412
11	26	0.976470588235
11	27	0.0705882352941
11	28	0.164705882353
11	29	0.152941176471
11	30	0.129411764706
11	31	0.0235294117647
11	32	0.117647058824
11	33	0.0470588235294
11	34	0.0470588235294
11	35	1.0
11	36	0.964705882353
11	37	0.964705882353
11	38	0.882352941176
11	39	0.0823529411765
11	40	0.917647058824
11	41	0.670588235294
11	42	0.988235294118
11	43	0.870588235294
11	44	1.0
11	45	0.0470588235294
11	46	0.0588235294118
11	47	0.976470588235
11	48	0.0352941176471
11	49	0.905882352941
11	50	0.964705882353
11	51	0.752941176471
11	52	0.776470588235
11	53	1.0
11	54	0.941176470588
11	55	0.835294117647
11	56	0.588235294118
11	57	0.117647058824
11	58	0.211764705882
11	59	0.952941176471
11	60	0.0705882352941
11	61	0.0352941176471
11	62	0.0588235294118
11	63	0.0588235294118
11	64	0.152941176471
11	65	0.0941176470588
11	66	0.2
11	67	0.105882352941
11	68	0.0235294117647
11	69	0.0588235294118
11	70	0.176470588235
11	71	0.952941176471
11	72	1.0
11	73	0.105882352941
11	74	0.682352941176
11	75	0.0588235294118
11	76	0.129411764706
11	77	0.952941176471
11	78	0.623529411765
11	79	0.988235294118
11	80	0.847058823529
11	81	0.823529411765
11	82	0.976470588235
11	83	0.0705882352941
11	84	1.0
11	85	1.0
11	86	0.976470588235
11	87	0.0941176470588
11	88	0.0470588235294
11	89	0.0352941176471
11	90	0.105882352941
11	91	0.0705882352941
11	92	0.117647058824
11	93	0.0941176470588
11	94	0.0823529411765
11	95	0.976470588235
11	96	0.0823529411765
11	97	0.0352941176471
11	98	0.0941176470588
11	99	0.0705882352941
12	0	0.965517241379
12	1	0.126436781609
12	2	0.149425287356
12	3	0.0459770114943
12	4	0.229885057471
12	5	0.873563218391
12	6	0.0344827586207
12	7	0.114942528736
12	8	0.67816091954
12	9	0.137931034483
12	10	0.931034482759
12	11	0.885057471264
12	12	1.0
12	13	0.0574712643678
12	14	0.965517241379
12	15	0.241379310345
12	16	0.965517241379
12	17	0.0919540229885
12	18	0.977011494253
12	19	0.0804597701149
12	20	0.0574712643678
12	21	0.0689655172414
12	22	0.977011494253
12	23	1.0
12	24	0.908045977011
12	25	0.931034482759
12	26	0.965517241379
12	27	0.103448275862
12	28	0.195402298851
12	29	0.195402298851
12	30	0.126436781609
12	31	0.0459770114943
12	32	0.114942528736
12	33	0.0689655172414
12	34	0.0689655172414
12	35	0.965517241379
12	36	0.942528735632
12	37	0.977011494253
12	38	0.850574712644
12	39	0.126436781609
12	40	0.931034482759
12	41	0.735632183908
12	42	0.954022988506
12	43	0.885057471264
12	44	0.977011494253
12	45	0.0804597701149
12	46	0.0919540229885
12	47	0.954022988506
12	48	0.0574712643678
12	49	0.977011494253
12	50	0.954022988506
12	51	0.827586206897
12	52	0.862068965517
12	53	0.977011494253
12	54	0.919540229885
12	55	0.919540229885
12	56	0.540229885057
12	57	0.149425287356
12	58	0.218390804598
12	59	0.965517241379
12	60	0.0689655172414
12	61	0.0689655172414
12	62	0.0804597701149
12	63	0.0919540229885
12	64	0.126436781609
12	65	0.0919540229885
12	66	0.149425287356
12	67	0.0919540229885
12	68	0.0459770114943
12	69	0.0804597701149
12	70	0.218390804598
12	71	0.931034482759
12	72	0.977011494253
12	73	0.114942528736
12	74	0.655172413793
12	75	0.0804597701149
12	76	0.172413793103
12	77	0.931034482759
12	78	0.67816091954
12	79	0.965517241379
12	80	0.919540229885
12	81	0.816091954023
12	82	0.977011494253
12	83	0.0919540229885
12	84	0.977011494253
12	85	0.977011494253
12	86	0.954022988506
