	id	name	party	state	x	y
0	A000014	Abercrombie	D	HI	31.089288276999998	-11.551143699600001
1	A000022	Ackerman	D	NY	29.042291387900001	-5.4740775698500004
2	A000055	Aderholt	R	AL	-33.080042574299995	14.198042131600001
3	A000210	Andrews	D	NJ	23.515731151500002	-15.213108177100001
4	A000215	Archer	R	TX	-35.614901764999999	6.3232749269699999
5	A000217	Armey	R	TX	-35.6065429127	3.0363376013800001
6	A000357	Allen	D	ME	28.3317552494	-6.2760533193099999
7	B000013	Bachus	R	AL	-25.065192302699998	11.3057534772
8	B000028	Baesler	D	KY	9.5558419908399994	-22.115679143600001
9	B000072	Baker	R	LA	-31.313892093899998	15.642198668099999
10	B000081	Baldacci	D	ME	24.3048101798	-11.058982927899999
11	B000104	Ballenger	R	NC	-31.2893822359	11.938427501300001
12	B000134	Barcia	D	MI	9.4434844927100006	-23.193083587899999
13	B000169	Barr	R	GA	-31.878225057600002	0.0311789964952
14	B000177	Barrett (WI)	D	WI	35.3449720204	-4.9518972865099995
15	B000179	Barrett (NE)	R	NE	-20.795816822100001	16.6464324817
16	B000208	Bartlett	R	MD	-32.307976334999999	2.22258286902
17	B000213	Barton	R	TX	-29.890395915199999	2.25759772961
18	B000220	Bass	R	NH	-11.3545956494	13.7584707656
19	B000229	Bateman	R	VA	-19.754350630000001	17.830577577
20	B000287	Becerra	D	CA	39.693910137399996	-1.3455624426600001
21	B000400	Bentsen	D	TX	18.094457922300002	-15.676392052999999
22	B000403	Bereuter	R	NE	-14.6652691405	16.647817749600001
23	B000410	Berman	D	CA	28.478785872800003	-8.8527139687100007
24	B000420	Berry	D	AR	12.896541511400001	-22.239518808200003
25	B000461	Bilbray	R	CA	-11.323978798099999	14.291349184300001
26	B000463	Bilirakis	R	FL	-24.732969308400001	13.2794130209
27	B000490	Bishop	D	GA	12.4756368438	-21.373744800099999
28	B000518	Blagojevich	D	IL	22.595802782899998	-13.283919326800001
29	B000556	Bliley	R	VA	-27.502130332399997	16.537562084200001
30	B000574	Blumenauer	D	OR	29.316780575799999	-6.8494477177100004
31	B000575	Blunt	R	MO	-31.374294142100002	9.8215900687199991
32	B000586	Boehlert	R	NY	-4.0455480360600005	14.9324709169
33	B000589	Boehner	R	OH	-34.000051220700001	11.4361812626
34	B000617	Bonilla	R	TX	-21.0346619301	8.8823137765600002
35	B000619	Bonior	D	MI	39.655096934600003	-2.9672867325899999
36	B000622	Bono	R	CA	-17.7245582416	5.2830306593199996
37	B000644	Borski	D	PA	27.912688177899998	-14.881871073599999
38	B000652	Boswell	D	IA	10.503696426599999	-21.1163529387
39	B000657	Boucher	D	VA	17.443240576300003	-17.289685255999999
40	B000716	Boyd	D	FL	9.5933129219800009	-21.2890720063
41	B000755	Brady	R	TX	-34.090084529099997	5.5857636225099991
42	B000911	Brown (FL)	D	FL	27.469313870900002	-10.6478852133
43	B000918	Brown (CA)	D	CA	38.122535309899995	-5.57247834012
44	B000944	Brown (OH)	D	OH	35.444685184299999	-1.9179068725699999
45	B000996	Bryant	R	TN	-32.189169643	7.7136246602799998
46	B001066	Bunning	R	KY	-29.8624975454	16.442804287000001
47	B001135	Burr	R	NC	-30.3361297087	7.7770205331899991
48	B001149	Burton	R	IN	-32.716024855900002	4.8687195971900001
49	B001203	Buyer	R	IN	-23.431985518800001	14.783314751800001
50	B001227	Brady (PA)	D	PA	35.389601205300004	-13.2728368875
51	B001228	Bono	R	CA	-15.9220275166	4.6714860283999995
52	C000052	Callahan	R	AL	-27.988129545	14.461426591099999
53	C000059	Calvert	R	CA	-29.265038915399998	16.931323397500002
54	C000071	Camp	R	MI	-24.558101844199999	12.389003234500001
55	C000100	Campbell	R	CA	-6.4319360530999994	13.409422131500001
56	C000107	Canady	R	FL	-31.057420790199998	14.384595564200001
57	C000116	Cannon	R	UT	-30.547017118699998	0.051513661800100002
58	C000134	Capps	D	CA	32.656537379299998	-15.2687340346
59	C000141	Cardin	D	MD	21.885144170900002	-14.467171417499999
60	C000191	Carson	D	IN	37.016725166199997	-5.1741526389999999
61	C000243	Castle	R	DE	-5.2492372635500004	14.9141871315
62	C000266	Chabot	R	OH	-21.167302005699998	4.82853404982
63	C000286	Chambliss	R	GA	-32.370207880199999	14.7412488347
64	C000345	Chenoweth	R	ID	-27.2840471863	0.64586862233200004
65	C000377	Christensen	R	NE	-29.217852192900001	5.3766025967499997
66	C000488	Clay	D	MO	37.342990984499998	-6.6689563968300005
67	C000494	Clayton	D	NC	31.210226304299997	-7.2045327413899996
68	C000503	Clement	D	TN	12.592573955999999	-20.212481082499998
69	C000537	Clyburn	D	SC	31.333253731900001	-10.2145443613
70	C000556	Coble	R	NC	-29.5279418573	0.77585810055800009
71	C000560	Coburn	R	OK	-28.358950244399999	-1.2700974278899999
72	C000640	Collins	R	GA	-31.2624866566	4.8250699896000002
73	C000653	Combest	R	TX	-32.699527172899998	7.6021850354899989
74	C000670	Condit	D	CA	7.6427254049500002	-23.638494178800002
