	id	name	party	state	x	y
0	A000009	ABDNOR, J	Republican	SD	441.80029377	134.75153206799999
1	A000208	ANDREWS, M	Republican	ND	-249.21356638	-335.92645349899999
2	A000219	ARMSTRONG	Republican	CO	575.26625558900002	230.74230763
3	B000063	BAKER, H	Republican	TN	232.256237132	168.98970210799999
4	B000243	BAUCUS, M	Democrat	MT	-119.066045303	-20.752035108299999
5	B000401	BENTSEN, L	Democrat	TX	-82.190331898400004	-139.865395855
6	B000444	BIDEN, J	Democrat	DE	-341.530331752	-32.118153696299999
7	B000468	BINGAMAN	Democrat	NM	-324.15222468000002	18.55193225
8	B000639	BOREN, D	Democrat	OK	41.615219813499998	-218.640116057
9	B000647	BOSCHWITZ	Republican	MN	-302.80104843099997	-244.93526647099998
10	B001057	BUMPERS, D	Democrat	AR	-241.25602359799998	-45.074081098800001
11	B001077	BURDICK, Q	Democrat	ND	-268.979119991	67.598445878100009
12	B001210	BYRD, RC	Democrat	WV	-184.80165477400001	-38.891849627799999
13	B001225	BRADLEY, W	Democrat	NJ	-396.57948250000004	-68.528066424000002
14	C000269	CHAFEE, J	Republican	RI	-371.40899833899999	-294.196374805
15	C000356	CHILES, L	Democrat	FL	-81.6800008628	-75.238893798000007
16	C000567	COCHRAN, T	Republican	MS	238.520662329	54.8063976607
17	C000598	COHEN, W	Republican	ME	-420.448717504	-265.327417578
18	C000877	CRANSTON, A	Democrat	CA	-517.58445345199993	-89.070076045300013
19	D000018	DAMATO, A	Republican	NY	169.14832276999999	-6.0348661662499996
20	D000030	DANFORTH, J	Republican	MO	91.375841915599992	112.104550825
21	D000185	DECONCINI	Democrat	AZ	-20.5541385306	-139.13652814100001
22	D000259	DENTON, J	Republican	AL	508.90694472800004	214.55314593700001
23	D000366	DIXON, A	Democrat	IL	-126.92115680399999	-103.17704617299999
24	D000388	DODD, C JR	Democrat	CT	-462.14919147199998	-42.950263573199997
25	D000401	DOLE, R	Republican	KS	314.52979603400001	203.897975116
26	D000407	DOMENICI, P	Republican	NM	211.929410848	114.69474674799999
27	D000566	DURENBERGER	Republican	MN	57.086930848599998	48.116917484200002
28	E000004	EAGLETON, T	Democrat	MO	-290.762988377	-38.6707823598
29	E000017	EAST, J	Republican	NC	629.78615847800006	298.20877198200003
30	E000236	EVANS, D	Republican	WA	430.423082169	439.85826476699998
31	E000284	EXON, J	Democrat	NE	44.919508845500005	-169.173304363
32	F000268	FORD, W	Democrat	KY	-169.23699466600002	12.1472602826
33	G000072	GARN, J	Republican	UT	452.44244078400004	303.56087860500003
34	G000236	GLENN, J	Democrat	OH	-531.45747774500001	-26.8004770929
35	G000267	GOLDWATER	Republican	AZ	480.86301019900003	391.27719101900004
36	G000333	GORTON, S	Republican	WA	122.506138204	164.93865097899999
37	G000386	GRASSLEY, C	Republican	IA	321.952003472	27.963811725900001
38	H000287	HART, G	Democrat	CO	-357.978508535	-492.70785620800001
39	H000338	HATCH, O	Republican	UT	470.75242599300003	254.80194435599998
40	H000343	HATFIELD, M	Republican	OR	-397.68217134599996	-391.19478252499999
41	H000374	HAWKINS, P	Republican	FL	327.14986430200003	335.01035052899999
42	H000439	HECHT	Republican	NV	350.00307559300001	160.03397242200001
43	H000445	HEFLIN, H	Democrat	AL	58.699050066600002	-265.901007644
44	H000456	HEINZ, J	Republican	PA	-317.87691354499998	-309.250586537
45	H000463	HELMS, J	Republican	NC	576.44693291600004	297.80394958599999
46	H000725	HOLLINGS, E	Democrat	SC	-328.416601066	156.32206357699999
47	H000905	HUDDLESTON	Democrat	KY	-195.80991547900001	-144.330903097
48	H000951	HUMPHREY, G	Republican	NH	587.14827230399999	359.153948829
49	I000025	INOUYE, D	Democrat	HI	-350.86577707099997	-82.565212300799999
50	J000013	JACKSON, H	Democrat	WA	-419.91211016400001	-503.81328502699995
51	J000101	JEPSEN, R	Republican	IA	440.609179961	63.665572521499996
52	J000189	JOHNSTON, J	Democrat	LA	-65.03373675520001	-202.31480621599999
53	K000017	KASSEBAUM	Republican	KS	153.677757211	105.402459845
54	K000019	KASTEN, R	Republican	WI	339.69706256400002	97.3762432459
55	K000105	KENNEDY, E	Democrat	MA	-456.95891297899999	-99.988346282800009
56	L000123	LAUTENBERG	Democrat	NJ	-455.25155086900003	78.834052637399992
57	L000148	LAXALT, P	Republican	NV	363.3644208	215.07359112700001
58	L000174	LEAHY, P	Democrat	VT	-300.56749644000001	-90.419070273499997
59	L000261	LEVIN, C	Democrat	MI	-391.83397425499999	71.622199962300002
60	L000428	LONG, R	Democrat	LA	-19.0149417877	-272.54302951099999
61	L000504	LUGAR, R	Republican	IN	259.15754614700001	279.37110539299999
62	M000241	MATHIAS, C	Republican	MD	-455.91703187900004	-404.813805264
63	M000250	MATSUNAGA	Democrat	HI	-337.24999936099999	71.197408649899998
64	M000257	MATTINGLY	Republican	GA	491.01146675300004	110.62801876399999
65	M000346	MCCLURE, J	Republican	ID	545.91858075900006	173.87847576199999
66	M000635	MELCHER, J	Democrat	MT	-244.97958467000001	-104.264894869
67	M000678	METZENBAUM	Democrat	OH	-432.65435977499999	26.046037848899999
68	M000811	MITCHELL, G	Democrat	ME	-224.35512179099999	31.143338874400001
69	M001054	MOYNIHAN, P	Democrat	NY	-484.793988146	12.674139578399998
70	M001085	MURKOWSKI	Republican	AK	372.56440164499998	270.857628095
71	N000102	NICKLES, D	Republican	OK	530.69755994100001	267.83446531700002
72	N000171	NUNN, S	Democrat	GA	-10.588491124400001	-218.042148924
73	P000009	PACKWOOD, R	Republican	OR	-368.58115838699996	-348.15528545699999
74	P000193	PELL, C	Democrat	RI	-376.79348026199995	13.162008241400001
75	P000222	PERCY, C	Republican	IL	127.99756878299999	53.466524681499997
76	P000513	PRESSLER, L	Republican	SD	138.33113299299998	-108.488495121
77	P000553	PROXMIRE, W	Democrat	WI	-152.912197263	-246.84349804499999
78	P000556	PRYOR, D	Democrat	AR	-143.53469604899999	-157.724026133
79	Q000007	QUAYLE, J D	Republican	IN	318.133116159	264.68696622300001
80	R000046	RANDOLPH, J	Democrat	WV	-175.27197849400002	-88.826747730499989
81	R000249	RIEGLE, D	Democrat	MI	-338.25823903000003	-137.699441329
82	R000460	ROTH, W	Republican	DE	274.64433265900004	101.673521206
83	R000497	RUDMAN, W	Republican	NH	199.78338494499999	249.64334862499999
84	S000064	SARBANES, P	Democrat	MD	-403.91823104199995	-132.28213495899999
85	S000068	SASSER, J	Democrat	TN	-272.53423033299998	8.3361491979500002
86	S000429	SIMPSON, A	Republican	WY	290.52871694700002	155.31326004799999
87	S000709	SPECTER, A	Republican	PA	-311.76921431799997	-372.778280198
88	S000776	STAFFORD, R	Republican	VT	-426.62354566800002	-336.96386361200001
89	S000852	STENNIS, J	Democrat	MS	-78.908608923199992	-257.84186566099999
90	S000888	STEVENS, T	Republican	AK	183.55700791000001	188.91048398400002
91	S001138	SYMMS, S	Republican	ID	524.13687492600002	327.33151736400004
92	T000254	THURMOND, S	Republican	SC	414.34008431699999	221.64983824999999
93	T000322	TOWER, J	Republican	TX	265.01081750700001	224.60722086799998
94	T000367	TRIBLE, P	Republican	VA	381.51071517199995	51.127488893999995
95	T000393	TSONGAS, P	Democrat	MA	-412.86215236099997	-22.395626070500001
96	W000092	WALLOP, M	Republican	WY	460.01522818300003	192.32024068299998
97	W000154	WARNER, J	Republican	VA	389.81650021199999	102.95092649200001
98	W000253	WEICKER, L	Republican	CT	-491.88751901800003	-371.46552957
99	W000607	WILSON	Republican	CA	396.65089245199999	167.146423846
100	Z000013	ZORINSKY, E	Democrat	NE	107.688157199	-209.697392092
